Topic,Media,Sentence,Sentiment
niemcy,WPolityce,"Rybiñska: Cz³owiek, który nauczy³ psa hitlerowskiego pozdrowienia, telewizyjna kucharka i niemiecki satyryk, czyli najdziwniejsi kandydaci w wyborach do PE","{'radoœæ': 4, 'wstrêt': 2, 'z³oœæ': 2}"

niemcy,WPolityce,Dla Sikorskiego wa¿niejsze s¹ Niemcy,{'zaufanie': 1}

rz¹d,WPolityce,RPO: Potrzeba komisji ws. pedofilii,"{'smutek': 1, 'strach': 1, 'wstrêt': 1, 'z³oœæ': 1}"

polska,WPolityce,Co tam interes Polski! Dla Sikorskiego wa¿niejsze s¹ Niemcy: ¯¹danie reparacji to cyniczna gra PiS antyniemieck¹ kart¹. Nie uda im siê,"{'zaufanie': 3, 'smutek': 3, 'wstrêt': 3, 'z³oœæ': 3}"

koalicja obywatelska,WPolityce,Nawet Scheuring-Wielgus gani Nitrasa: ¯enuj¹ce wykorzystywanie krzywdy ofiar pedofilów w kampanii wyborczej,"{'wstrêt': 2, 'zaskoczenie czymœ nieprzewidywanym': 1, 'z³oœæ': 3, 'smutek': 2, 'strach': 1}"

pis,WPolityce,"Szczyt absurdu! PiS zaostrza kary dla pedofilów, ale Schetyna dalej oskar¿a: ""Jest porozumienie miêdzy niektórymi biskupami a Kaczyñskim""","{'wstrêt': 4, 'z³oœæ': 4, 'strach': 2}"

rz¹d,WPolityce,"ABW zatrzyma³a mê¿czyznê, który chcia³ przeprowadziæ zamach terrorystyczny! ""Mia³ byæ zemst¹ na przeciwnikach religii islamskiej""","{'radoœæ': 1, 'smutek': 2, 'strach': 2, 'wstrêt': 1, 'z³oœæ': 2, 'zaufanie': 1}"

koalicja obywatelska,WPolityce,"Problem pedofilii w Koœciele narzêdziem walki politycznej. Prof. Maliszewski: ""rzucanie bucikami przez Nitrasa - moralne i intelektualne dno""","{'smutek': 1, 'strach': 1, 'wstrêt': 1, 'z³oœæ': 1, 'radoœæ': 1, 'zaufanie': 1}"

pis,WPolityce,"Cynizm Hartmana. Chcia³ dyskusji o legalizacji... kazirodztwa, gdy przypomniano jego s³owa og³asza: ""Morawiecki wytar³ sobie mn¹ gêbê!""","{'smutek': 1, 'wstrêt': 1, 'z³oœæ': 1}"

koœció³,WPolityce,"O. Tadeusz Rydzyk na Jasnej Górze: Chc¹ utopiæ nasz¹ wiarê, chc¹ utopiæ zaufanie do Koœcio³a. To jest atak, to jest potop","{'radoœæ': 3, 'zaufanie': 1, 'smutek': 2, 'z³oœæ': 2}"

koœció³,WPolityce,"Tomasz £ysiak: Koœció³ musi byæ czysty! ""Potrzebuje teraz naszej modlitwy i odwa¿nego zmierzenia siê z tematem""","{'radoœæ': 1, 'zaufanie': 2}"

rz¹d,WPolityce,Rz¹d monitoruje sytuacjê zagro¿enia,"{'smutek': 1, 'strach': 1, 'z³oœæ': 1}"

polska,WPolityce,Wa¿na dla Polski decyzja Senatu USA,{'zaufanie': 2}

polska,WPolityce,Walka z ¿ywio³em na po³udniu Polski,{'radoœæ': 1}

pis,WPolityce,Prezes PiS: KE to koalicja lewacka,"{'wstrêt': 2, 'z³oœæ': 2}"

pis,WPolityce,Jaki: Z powodzi¹ walczy 500 wiêŸniów,"{'radoœæ': 1, 'wstrêt': 1, 'z³oœæ': 1}"

pis,WPolityce,Kaczyñski: S³owa Schetyny to skandal,{'wstrêt': 1}

wiosna,WPolityce,Biedroñ zmieni³ zdanie nt. afery pedofilskiej,"{'wstrêt': 1, 'z³oœæ': 1}"

pis,WPolityce,Szyd³o apeluje do samorz¹dów o pomoc,"{'radoœæ': 1, 'zaufanie': 1}"

rz¹d,WPolityce,Szef MSZ: Bezpieczeñstwo jest priorytetem,"{'radoœæ': 1, 'zaufanie': 1}"

pis,WPolityce,Wed³ug bukmacherów PiS wygra wybory,"{'cieszenie siê na coœ oczekiwanego': 1, 'radoœæ': 1}"

ue,WPolityce,TOP 21 hitowych spotów do PE,{'radoœæ': 1}

koalicja obywatelska,WPolityce,Sikorski chce œlubów lojalnoœci w PE,"{'wstrêt': 2, 'zaufanie': 2, 'z³oœæ': 2}"

koalicja obywatelska,WPolityce,Neumann t³umaczy siê z pedofilów w PO,"{'strach': 2, 'wstrêt': 2, 'z³oœæ': 2}"

koalicja obywatelska,WPolityce,"""To piêkne i wzruszaj¹ce, ¿e znów mo¿na ponabijaæ siê z katolików"". Oburzenie po marszu LGBT w Gdañsku. KOMENTARZE","{'radoœæ': 1, 'smutek': 1}"

rz¹d,WPolityce,"Premier: ""Trwaj¹ przygotowania na nadejœcie fali z Ma³opolski"". S¹ dobre wieœci z powiatu stalowowolskiego: ""Most w Rudej jest bezpieczny""",{'zaufanie': 1}

usa,WPolityce,"Pe³nomocnik Departamentu Stanu USA ds. walki z antysemityzmem dla ""Sieci"": Trzeba mówiæ, ¿e Polska jest ofiar¹ II wojny œwiatowej","{'smutek': 8, 'z³oœæ': 6, 'wstrêt': 2, 'radoœæ': 2}"

koalicja obywatelska,WPolityce,Obraza uczuæ religijnych? Ale tylko katolików... Wencel po marszu LGBT: Waszym psim obowi¹zkiem jest tolerowanie wyœmiewania siê z was,"{'smutek': 2, 'z³oœæ': 3, 'wstrêt': 1, 'cieszenie siê na coœ oczekiwanego': 1, 'radoœæ': 1, 'strach': 1, 'zaufanie': 1}"

koœció³,WPolityce,Ks. Bortkiewicz o prawdziwym obliczu gender: To atak si³ lewicowych s³u¿¹cy zniszczeniu kultury zachodniej,"{'radoœæ': 1, 'zaufanie': 1}"

koœció³,WPolityce,"""GW"" chce sprawdzaæ koœcio³y. Ks. Isakowicz-Zaleski komentuje: ""Towarzyszu Bolszewiku, od Adama i Stefana Michników...""",{'wstrêt': 1}

koœció³,WPolityce,Jak¹ niespodziankê ma Franciszek dla ukraiñskich grekokatolików? Czy to beatyfikacja Andrija Szeptyckiego?,"{'radoœæ': 1, 'smutek': 1}"

wielka Brytania,WPolityce,"Theresa May odchodzi, czyli koniec pewnej epoki. Na Wyspach Brytyjskich s³ychaæ d³ugie i g³oœne westchnienie ulgi","{'cieszenie siê na coœ oczekiwanego': 4, 'radoœæ': 8, 'smutek': 4, 'wstrêt': 4, 'z³oœæ': 4, 'zaufanie': 2}"

polska,WPolityce,"Poruszaj¹ce! Gruzini pamiêtaj¹ o œp. Lechu Kaczyñskim. ""On z Polski przyjecha³ pierwszy by byæ tu z nami. Chwa³a Wam!"". KOMENTARZE","{'cieszenie siê na coœ oczekiwanego': 1, 'radoœæ': 1, 'smutek': 1, 'strach': 1, 'z³oœæ': 1}"

media,WPolityce,"Michnik, niczym mêdrzec, rozprawia o faszyzmie. Co z tego wysz³o? ""W dzisiejszej Polsce faszyzm to przede wszystkim antysemityzm""","{'smutek': 1, 'wstrêt': 1, 'z³oœæ': 1}"

ue,WPolityce,Europa g³osuje. Które partie maj¹ najwiêksze szanse na zwyciêstwo w poszczególnych krajach? SPRAWD,"{'radoœæ': 1, 'zaufanie': 1}"

koalicja obywatelska,WPolityce,71 lat temu komuniœci po torturach zamordowali rotmistrza Witolda Pileckiego. Czeœæ i chwa³a bohaterom!,"{'wstrêt': 1, 'smutek': 1, 'zaskoczenie czymœ nieprzewidywanym': 1, 'z³oœæ': 1}"

pis,WPolityce,"Podsumowanie sonda¿y na ostatniej prostej. Jeœli wyborcy prawicy pójd¹ do urn, zdecydowanie wygra PiS! SPRAWD WYNIKI","{'cieszenie siê na coœ oczekiwanego': 2, 'radoœæ': 2, 'smutek': 1}"

pis,WPolityce,"Skoro majowe bombardowanie nie z³ama³o poparcia dla PiS, to znaczy, ¿e jesieni¹ obóz rz¹dz¹cy mo¿e wygraæ kolejn¹ kadencjê","{'cieszenie siê na coœ oczekiwanego': 1, 'radoœæ': 1}"

koalicja obywatelska,WPolityce,"Agresja, szczucie i programowa pustka mog¹ zostaæ przez wyborców ukarane. Opozycja zafundowa³a Polakom obrzydliw¹ kampaniê","{'smutek': 3, 'wstrêt': 3, 'zaskoczenie czymœ nieprzewidywanym': 1, 'z³oœæ': 2, 'strach': 2}"

ue,WPolityce,"Pogarda i odrealnienie ci¹gn¹ Koalicjê Europejsk¹ na dno. Nie wystarczy skrzykn¹æ egzotyczn¹ zbieraninê, by wygraæ wybory do PE","{'z³oœæ': 2, 'cieszenie siê na coœ oczekiwanego': 1, 'radoœæ': 1}"

koalicja obywatelska,WPolityce,"To jest dopiero ""polityczny kabaret""! PO rozdaje powodzianom p¹czki i dro¿d¿ówki. Schetyna: ""Ja wezmê jedn¹ sobie"". WIDEO",{'smutek': 2}

koalicja obywatelska,WPolityce,Koniec œwiata spin doktorów. Kilka wniosków po szarpanej i rozedrganej kampanii do PE,"{'cieszenie siê na coœ oczekiwanego': 2, 'radoœæ': 2, 'smutek': 2, 'wstrêt': 2, 'z³oœæ': 2}"

ue,WPolityce,Doskona³a frekwencja w wyborach do PE!,{'radoœæ': 1}

ue,WPolityce,"Doskona³a frekwencja w wyborach do PE! A¿ 14,39 proc. do godz. 12. To prawie dwa razy lepszy wynik ni¿ w 2014 roku!","{'radoœæ': 2, 'strach': 1, 'z³oœæ': 1, 'zaufanie': 1}"

pis,WPolityce,"Duda, Morawiecki, Tusk i Kaczyñski. Politycy g³osuj¹ w eurowyborach. ""Frekwencja bêdzie wyraŸnie wy¿sza"". ZOBACZ","{'radoœæ': 4, 'zaufanie': 4}"

koœció³,WPolityce,"Pielgrzymka mê¿czyzn do Piekar Œl¹skich. Abp Jêdraszewski: ""Mówienie, ¿e ca³y Koœció³ jest z³y, jest po prostu nieprawd¹""","{'radoœæ': 4, 'smutek': 4, 'strach': 4, 'z³oœæ': 4}"

komunizm,WPolityce,Cenckiewicz publikuje wa¿ny dokument: Tak najbardziej przestêpczy z pionów SB ustawia³ schemat konfliktów w Episkopacie Polskim,"{'zaufanie': 1, 'smutek': 2, 'wstrêt': 1, 'z³oœæ': 2, 'strach': 1}"

koalicja obywatelska,WPolityce,"Fala komentarzy po relacji z turnieju LGBT. Ziemkiewicz: ""Latarnicy"" wkroczyli do szko³y przerabiaæ dzieci na œwie¿e miêsko dla pederastów","{'smutek': 2, 'z³oœæ': 2, 'radoœæ': 1, 'wstrêt': 1}"

pedofilia,WPolityce,"Wielowieyska ""w najwy¿szej formie"": Kpiny z Bo¿ego cia³a s¹ obraŸliwe, ale bardziej razi fakt, ¿e pedofil odprawia Mszê","{'radoœæ': 1, 'zaufanie': 1, 'strach': 1, 'wstrêt': 1, 'z³oœæ': 1}"

rz¹d,WPolityce,Co zrobi by³y prezydent? Cenckiewicz wzywa Wa³êsê do opublikowania przeprosin za zarzuty o sfa³szowanie dokumentów,"{'smutek': 2, 'z³oœæ': 2, 'wstrêt': 1}"

koœció³,WPolityce,"Koœció³ musi byæ czysty! ""Potrzebuje teraz naszej modlitwy i odwa¿nego zmierzenia siê z tematem""","{'radoœæ': 1, 'zaufanie': 2}"

koœció³,WPolityce,"Jezuita znowu wywo³a³ burzê. ""Ksi¹dz staje w obronie tych, którzy zniewa¿aj¹ Koœció³. Co tu siê odpiernicza?!"". KOMENTARZE","{'wstrêt': 2, 'z³oœæ': 3}"

rz¹d,WPolityce,"Premier Morawiecki z okazji Dnia Matki: Dziêkujê wam za ten ogromny trud, który wk³adacie w wychowanie kolejnych pokoleñ Polaków","{'cieszenie siê na coœ oczekiwanego': 2, 'radoœæ': 4, 'smutek': 2}"

koalicja obywatelska,WPolityce,Znowu to zrobi³! Misi³o zamieœci³ zdjêcie swojej karty do g³osowania z zaznaczonym nazwiskiem. Po krytyce internautów wpis usun¹³,"{'smutek': 1, 'z³oœæ': 1, 'zaufanie': 1}"

pis,WPolityce,PiS wygrywa wybory do PE! Prezes Kaczyñski: Rozstrzygaj¹cy bój o przysz³oœæ naszej ojczyzny odbêdzie siê na jesieni. SPRAWD WYNIKI,"{'cieszenie siê na coœ oczekiwanego': 3, 'radoœæ': 3, 'zaufanie': 3}"

koalicja obywatelska,WPolityce,"Schetyna robi dobr¹ minê do z³ej gry: Poczekajmy na ostateczny wynik. Powinniœmy byæ cierpliwi, bo przysz³oœæ nale¿y do nas","{'radoœæ': 2, 'zaufanie': 2, 'smutek': 1, 'z³oœæ': 1, 'cieszenie siê na coœ oczekiwanego': 1}"

ue,WPolityce,Wybory do PE. Rekordowa frekwencja nie tylko w Polsce! S¹ pierwsze niespodzianki. Le Pen wygrywa z parti¹ Macrona. SPRAWD,"{'radoœæ': 4, 'smutek': 2, 'cieszenie siê na coœ oczekiwanego': 2}"

pis,WPolityce,"Ten sukces to dopiero pocz¹tek! Jaros³aw Kaczyñski: ""Musimy zwyciê¿yæ na jesieni. To wa¿ne zadanie i musimy mu podo³aæ""",{'zaufanie': 1}

koalicja obywatelska,WPolityce,"Schetyna robi dobr¹ minê do z³ej gry: ""Poczekajmy na ostateczny wynik. Powinniœmy byæ cierpliwi, bo przysz³oœæ nale¿y do nas""","{'radoœæ': 2, 'zaufanie': 2, 'smutek': 1, 'z³oœæ': 1, 'cieszenie siê na coœ oczekiwanego': 1}"

pis,WPolityce,"Tak „pilnowa³” i nie reagowa³? Mazgu³a: „PiS sfa³szowa³ wybory, ale to nie powód, abyœmy og³aszali klêskê”","{'radoœæ': 1, 'strach': 1, 'zaufanie': 1, 'z³oœæ': 2, 'smutek': 1}"

koalicja obywatelska,WPolityce,Sawicki: Zaszkodzi³o LGBT,"{'smutek': 1, 'strach': 1, 'z³oœæ': 1}"

pis,WPolityce,Macierewicz: Konfederacja sojusznikiem PO,{'zaufanie': 3}

pis,WPolityce,Dlaczego PiS wygra³o? Ciekawa analiza,"{'cieszenie siê na coœ oczekiwanego': 1, 'radoœæ': 2}"

rz¹d,WPolityce,Prezydent chwali wysok¹ frekwencjê,"{'radoœæ': 1, 'zaufanie': 1}"

polska,WPolityce,"Nowy numer ""Sieci"": Brudne gry III RP","{'smutek': 1, 'strach': 1, 'wstrêt': 1, 'z³oœæ': 1}"

koalicja obywatelska,WPolityce,Opozycja szuka winnych przegranej KE,"{'smutek': 2, 'z³oœæ': 2}"

pis,WPolityce,"Ponad pó³ miliona g³osów! Beata Szyd³o z rekordowym poparciem. ""To ogromne zobowi¹zanie. Triumfalizm nie mo¿e siê wedrzeæ""","{'radoœæ': 1, 'smutek': 1, 'z³oœæ': 1}"

koalicja obywatelska,WPolityce,"Najwiêksi przegrani. Wa³êsa, Boni, Rosati i czterech innych europos³ów walczy³o o reelekcjê z listy KE. Jednak z Bruksel¹ musz¹ siê po¿egnaæ","{'smutek': 4, 'radoœæ': 4, 'wstrêt': 4, 'z³oœæ': 4}"

koalicja europejska,WPolityce,WiêŸniowie nie zawiedli Schetyny! Œwietny wynik KE za kratami. Jaki: PO kolejny raz zmia¿d¿y³a w aresztach i zak³adach karnych,"{'radoœæ': 3, 'strach': 3, 'z³oœæ': 3}"

pis,WPolityce,"Antoni Macierewicz podsumowa³ wynik Konfederacji: ""Sta³a siê sojusznikiem Platformy Obywatelskiej i s³usznie za to zap³aci³a""",{'zaufanie': 1}

kukiz15,WPolityce,NASZ WYWIAD. Kukiz: „Naszym celem jest przekroczenie progu wyborczego jesieni¹. Czeka nas bardzo ciê¿ka praca”,"{'smutek': 1, 'wstrêt': 1}"

pis,WPolityce,"Dobre wiadomoœci dla PiS. Europejscy sojusznicy Kaczyñskiego ze œwietnymi wynikami. Orban zmia¿d¿y³ konkurencjê, Salvini zwyciêzc¹","{'zaufanie': 3, 'radoœæ': 6, 'cieszenie siê na coœ oczekiwanego': 3}"

koalicja obywatelska,WPolityce,"Zjednoczona Prawica poprawi³a wynik z 2014 roku, opozycja z ogromnym spadkiem! ZOBACZ ciekawe analizy politologów i publicystów","{'radoœæ': 2, 'smutek': 1}"

pis,WPolityce,"Prof. Staniszkis nie kryje ¿alu: Dla mnie jest to rozczarowuj¹ce, bo PiS jest antyeuropejski. Myœla³am, ¿e jednak wygra KE","{'smutek': 2, 'z³oœæ': 2, 'cieszenie siê na coœ oczekiwanego': 2, 'radoœæ': 2}"

koalicja obywatelska,WPolityce,Komorowski ju¿ ma odpowiedŸ na klêskê KE: PiS wyda³o gigantyczne pieni¹dze na propagandê. Media publiczne s¹ zaw³aszczone,"{'radoœæ': 6, 'zaufanie': 3, 'smutek': 6, 'z³oœæ': 6}"

pis,WPolityce,"Zachwyty nad LGBT i oskar¿enia wobec PiS. Przedziwna mania Dulkiewicz: M³oda kobieta powiedzia³a mi, ¿e muszê zmieniaæ Polskê","{'radoœæ': 2, 'smutek': 1, 'strach': 1, 'wstrêt': 1, 'z³oœæ': 1}"

ue,WPolityce,"Co dalej ze Schetyn¹? Tak mówi³ przed wyborami do PE: ""Nikt mi nie pozwoli przegraæ tych wyborów. Nikt mi nie da nastêpnej szansy""","{'smutek': 2, 'wstrêt': 2, 'z³oœæ': 2, 'radoœæ': 1, 'zaufanie': 1}"

ue,WPolityce,"Europejski mainstream os³abiony, ale nie pokonany, czyli siedem najwa¿niejszych wniosków z wyborów do PE","{'smutek': 2, 'zaufanie': 2}"

pis,WPolityce,Upad³ w tych wyborach pewien g³upi mit. To osobiœcie Jaros³aw Kaczyñski poci¹gn¹³ PiS na ostatniej prostej i to on ustawi³ ideowy krêgos³up formacji,"{'wstrêt': 2, 'z³oœæ': 2, 'cieszenie siê na coœ oczekiwanego': 4, 'radoœæ': 2, 'smutek': 2, 'zaufanie': 2}"

koalicja obywatelska,WPolityce,Kabaret! Przera¿enie wœród zwolenników i polityków PO. Schetyna: Jest pomys³ na pokonanie PiS. Tylko trzeba go  znaleŸæ,{'strach': 3}

lewica,WPolityce,Hartman wœciek³y na wynik wyborów zna ju¿ winnego: „Biedroñ dla g³upich trzech mandatów da³ Kaczyñskiemu wygraæ”,"{'cieszenie siê na coœ oczekiwanego': 4, 'radoœæ': 4, 'strach': 2, 'wstrêt': 4, 'z³oœæ': 4}"

koœció³,WPolityce,"W elektoracie opozycji ju¿ wrze. Ks. Sowa i Sienkiewicz og³aszaj¹ klêskê: ""Nie s³ychaæ odg³osów spadaj¹cych g³ów, a szkoda""","{'smutek': 1, 'z³oœæ': 1}"

pis,WPolityce,"Jaros³aw Kaczyñski nie tylko otworzy³ furtkê do Budapesztu w Warszawie, ale i zerwa³ ""gêbê"" przyprawian¹ mu przez lata","{'radoœæ': 1, 'zaufanie': 1}"

pis,WPolityce,Pochód przegranych. Dotkliwe straty w eurowyborach koalicji rz¹dowej w RFN. Czy i jaki bêdzie to mia³o skutek dla UE?,"{'smutek': 6, 'z³oœæ': 6, 'strach': 2}"

pis,WPolityce,"Politycy i internauci komentuj¹ wybory. Brudziñski: ""Autorem tego sukcesu jest Jaros³aw Kaczyñski. Jego koncepcja i ¿elazna konsekwencja"". KOMENTARZE","{'smutek': 2, 'zaufanie': 2, 'z³oœæ': 2}"

koalicja obywatelska,WPolityce,"Opozycja nie ma swojego punktu zwrotnego, ale do jesieni d³uga droga. To nie jest kraj dla sytych kotów","{'radoœæ': 1, 'zaufanie': 1}"

pis,WPolityce,"To bêdzie ciê¿ki poranek na Czerskiej! ""Wyborcza"" próbuje czarowaæ: ""PiS wygrywa o w³os"". Semka: Coraz wiêkszy ten w³os","{'smutek': 1, 'wstrêt': 2, 'z³oœæ': 1}"

polska,WPolityce,"Kto re¿yseruje akcje opozycji? W najnowszym numerze ""Sieci"": Brudne gry III RP. G³êboka indoktrynacja wykorzenia z nas wartoœci","{'radoœæ': 1, 'zaufanie': 1, 'smutek': 1, 'strach': 1, 'wstrêt': 1, 'z³oœæ': 1}"

pis,WPolityce,"Obóz PiS rozbi³ rywala w politycznym meczu na wyjeŸdzie. To totalna klêska projektu Schetyny, dla Kaczyñskiego - sky is the limit","{'smutek': 2, 'strach': 1, 'zaufanie': 1, 'z³oœæ': 2}"

media,WPolityce,"Nerwy w TVN po przegranej KE. Zybertowicz do Olejnik: Te wybory pokaza³y, ¿e antypisowe straszenie ma ograniczon¹ skutecznoœæ","{'smutek': 5, 'z³oœæ': 10, 'wstrêt': 5}"

pis,WPolityce,"Wynik PiS zrobi³y sprawna reakcja na k³opoty, solidny dorobek rz¹dów i szaleñstwo opozycji, która przerazi³a Polaków","{'smutek': 3, 'z³oœæ': 3, 'radoœæ': 2, 'strach': 1, 'zaufanie': 1}"

pis,WPolityce,"Niewykluczone, ¿e PiS powinien podziêkowaæ za swój wynik têczowym pajacom z Gdañska","{'zaufanie': 1, 'radoœæ': 1}"

koalicja obywatelska,WPolityce,"Schetyna dr¿y o swoj¹ przysz³oœæ, Kaczyñski przekracza kolejne granice",{'zaufanie': 2}

koalicja europejska,WPolityce,"Pop³och w szeregach sympatyków KE. Stuhr: Wydaje mi siê, ¿e sytuacjê, która panuje w Polsce trudno ogarn¹æ rozumem","{'strach': 1, 'radoœæ': 1, 'zaufanie': 1}"

koalicja obywatelska,WPolityce,"Ale¿ ich to boli! Opozycja szuka winnych przegranej KE: Tak to jest, jak siwe dzieci bawi¹ siê polityk¹. Jesieni¹ bêdzie zdrajc¹","{'smutek': 2, 'z³oœæ': 4, 'wstrêt': 2}"

koalicja obywatelska,WPolityce,Pupile „kasty” w ¿a³obie! Sadurski: „Komunikacja dotycz¹ca praworz¹dnoœci po prostu przegra³a z si³¹ propagandy TVP”,"{'radoœæ': 1, 'wstrêt': 2, 'z³oœæ': 1, 'smutek': 1, 'zaufanie': 1}"

pis,WPolityce,"PiS wygra³ tylko we wschodniej Polsce? Bzdura! Analiza wyników z gmin pokazuje, ¿e KE przegra³a niemal w ca³ym kraju. SPRAWD","{'cieszenie siê na coœ oczekiwanego': 2, 'radoœæ': 4, 'smutek': 4, 'wstrêt': 2, 'z³oœæ': 4, 'strach': 2}"

koalicja obywatelska,WPolityce,"Cztery lata im to zajê³o? Gazeta.pl: ""Ju¿ nie Kaczor-dyktator, a wujek Jarek. Opozycja musi zmieniæ sposób widzenia Kaczyñskiego”","{'strach': 1, 'wstrêt': 1}"

media,WPolityce,"Ale¿ tam gor¹co! ""Fakt"" krytykuje Sadurskiego i Komorowskiego. Lis i spó³ka oburzeni: ""Prosta œcie¿ka schodzenia do Miñska. Pull up!""","{'smutek': 1, 'wstrêt': 1, 'z³oœæ': 1}"

koalicja europejska,WPolityce,Ho³dys bezlitoœnie punktuje KE,"{'smutek': 1, 'z³oœæ': 1, 'cieszenie siê na coœ oczekiwanego': 1, 'radoœæ': 1, 'zaufanie': 1}"

koalicja obywatelska,WPolityce,Neumann obra¿a wyborców PiS:,"{'smutek': 2, 'wstrêt': 2, 'z³oœæ': 2}"

koalicja obywatelska,WPolityce,Tusk w koñcu skomentowa³ wynik KE,"{'cieszenie siê na coœ oczekiwanego': 2, 'radoœæ': 2, 'smutek': 2, 'wstrêt': 2, 'z³oœæ': 2}"

koalicja obywatelska,WPolityce,"Tusk nie stawi³ siê przed komisj¹ VAT.  Hora³a: ""Nie chce byæ przyklejony do klêski wyborczej Koalicji Obywatelskiej. Nie by³ zbawc¹ na bia³ym koniu""","{'smutek': 1, 'z³oœæ': 1, 'radoœæ': 1}"

pis,WPolityce,Gigantyczna skala zwyciêstwa! PiS wygra³o wybory europejskie w 82 proc. gmin. Gdzie pad³ rekord? SPRAWD!,"{'radoœæ': 3, 'smutek': 3, 'z³oœæ': 3, 'cieszenie siê na coœ oczekiwanego': 1, 'wstrêt': 1, 'zaskoczenie czymœ nieprzewidywanym': 1}"

koalicja obywatelska,WPolityce,"Neumann obra¿a wyborców PiS: Zadzia³a³a na nich k³amliwa propaganda, ¿e coœ bêdziemy chcieli im zabraæ","{'smutek': 4, 'wstrêt': 4, 'z³oœæ': 4}"

koalicja obywatelska,WPolityce,Opozycja szykuje siê na Senat? Bujak o mo¿liwym porozumieniu KE i Wiosny: „Robert Biedroñ prowadzi tego typu rozmowy”,"{'radoœæ': 4, 'smutek': 4, 'zaufanie': 4}"

pis,WPolityce,"Przy Nowogrodzkiej obraduje kierownictwo PiS. Zapadn¹ decyzje ws. rekonstrukcji rz¹du. ""Bêd¹ og³oszone lada dzieñ"". ZDJÊCIA","{'cieszenie siê na coœ oczekiwanego': 1, 'radoœæ': 1}"

koalicja obywatelska,WPolityce,"Ostre komentarze internautów po liœcie Dulkiewicz: ""Kto tu oszukuje?""; ""Pani komentarz jest tak wiarygodny jak angielski Tuska""",{'zaufanie': 2}

koalicja europejska,WPolityce,"Szokuj¹ce! Ho³dys bezlitoœnie punktuje KE: ""By³o zaje******, kampania by³a udana. Wprawdzie to siê wszystko rozpada, ale... Bo¿e!""","{'smutek': 2, 'z³oœæ': 3, 'cieszenie siê na coœ oczekiwanego': 1, 'radoœæ': 2, 'zaufanie': 1}"

koalicja europejska,WPolityce,"""GW"" rozlicza KE za tragiczn¹ kampaniê. Internauci jednak nie oszczêdzaj¹ tak¿e redakcji z Czerskiej:  ""A kiedy znowu jakaœ bomba?""","{'smutek': 2, 'wstrêt': 2, 'z³oœæ': 2}"

rz¹d,WPolityce,Najbogatszy prezydent miasta? Majchrowski deklasuje rywali: Dysponuje maj¹tkiem o ³¹cznej wartoœci ok. 7 mln z³!,"{'radoœæ': 2, 'zaufanie': 4, 'z³oœæ': 4, 'smutek': 2, 'strach': 2}"

koalicja obywatelska,WPolityce,"Ból g³owy Schetyny. Czeka go rekonstrukcja Gabinetu Cieni. Nie bêdzie jednak rozliczeñ. Budka: ""Nie ma czegoœ takiego jak dymisja""","{'cieszenie siê na coœ oczekiwanego': 1, 'radoœæ': 1}"

koalicja europejska,WPolityce,"Ale¿ siê ¿r¹! Ja¿d¿ewski uderza w KE: ""Czwarta pora¿ka z rzêdu. W oczekiwaniu na pi¹t¹"". Lis: ""Na szczêœcie by³y œwinie w b³ocie""",{'radoœæ': 2}

koalicja obywatelska,WPolityce,"Na Czerskiej niczego siê nie nauczyli!  Wroñski: ""PO mog³aby byæ bardziej wiarygodna deklaruj¹c wprowadzenie ustawy o zwi¹zkach partnerskich czy in vitro""","{'wstrêt': 2, 'z³oœæ': 2, 'radoœæ': 1, 'smutek': 1, 'zaufanie': 2}"

koalicja obywatelska,WPolityce,"Trzaskowski znów to zrobi³! Polityk na tle zalanych bulwarów, ""GW"" buduje napiêcie: ""gêsia skórka od patrzenia"". Jaki ¿artuje: ""Nasz Avengers""","{'smutek': 4, 'wstrêt': 4, 'z³oœæ': 4}"

koalicja europejska,WPolityce,"Totalna katastrofa! ""GW"" przedstawia kulisy kampanii KE. ""Sztab wyborczy? To by³a raczej grupa towarzyska""; ""PaŸdzierzowy standard PO""","{'smutek': 2, 'strach': 2}"

polska,WPolityce,"Salon skrêca w prawo? Zaskakuj¹ce opinie idoli III RP. ""Zaraz siê stan¹ bardziej pisowscy od Kaczyñskiego"". KOMENTARZE",{'radoœæ': 1}

polska,WPolityce,"W najnowszym numerze ,,Sieci”: Wielki re¿yser dzia³a. ""Obóz III RP okaza³ siê zdolny do potê¿nych uderzeñ manipulacyjnych""","{'cieszenie siê na coœ oczekiwanego': 1, 'radoœæ': 2, 'smutek': 2, 'wstrêt': 1, 'z³oœæ': 1}"

koalicja obywatelska,WPolityce,"I to ma byæ lider?! Schetyna o w³asnym elektoracie: ""Ludzie z zewn¹trz"". Europos³anka PO: ""Tu wszyscy jesteœmy swoi i st¹d""","{'cieszenie siê na coœ oczekiwanego': 2, 'radoœæ': 2, 'zaufanie': 4}"

koalicja obywatelska,WPolityce,"Opozycja ma dziœ do wyboru trzy czytelne drogi. Problem w tym, ¿e wszystkie zdaj¹ siê prowadziæ albo do przegranej, albo do klêski","{'radoœæ': 1, 'smutek': 2, 'z³oœæ': 2}"

